ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
R2327,18-30岁,其他,小学及以下,县级市,是,是,是,是,医疗影像识别,不了解,愿意,难以判断,听说过但没用过,方便,完全不信任,数据泄露,无所谓,愿意,比较担心,接受,政府,不确定,接受,不愿意支付,不担心
R2328,60岁以上,男,研究生及以上,城市,是,否,是,是,医疗影像识别,新闻报道,不愿意,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,无所谓,愿意,不担心,不确定,政府,是,接受,50元以上,担心
R2329,18-30岁,男,高中/中专,县级市,是,是,否,是,不清楚,互联网搜索,愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,是,愿意,不担心,接受,第三方独立机构,不确定,不接受,不愿意支付,不了解
R2330,18岁以下,男,初中,城市,否,是,是,是,医疗影像识别,新闻报道,视情况而定,AI系统,听说过但没用过,不满意,完全不信任,数据泄露,是,愿意,非常担心,不确定,第三方独立机构,是,接受,0-20元,担心
R2331,60岁以上,其他,初中,城市,否,是,是,是,医疗影像识别,医生介绍,不愿意,AI系统,听说过但没用过,方便,较信任,错诊漏诊,否,视情况而定,不担心,接受,医院,不确定,接受,不愿意支付,担心
R2332,31-45岁,女,研究生及以上,农村,是,否,是,是,药物推荐,医生介绍,愿意,AI系统,使用过,未使用,完全不信任,错诊漏诊,否,视情况而定,非常担心,接受,医院,否,接受,不愿意支付,不了解
R2333,60岁以上,男,本科,城市,否,否,是,是,不清楚,医生介绍,愿意,AI系统,使用过,准确,较不信任,数据泄露,无所谓,愿意,不担心,接受,第三方独立机构,否,接受,不愿意支付,不了解
R2334,60岁以上,其他,本科,城市,是,否,是,是,医疗影像识别,互联网搜索,视情况而定,AI系统,听说过但没用过,准确,较不信任,错诊漏诊,是,视情况而定,不担心,接受,政府,否,取决于场景,50元以上,担心
R2335,60岁以上,女,研究生及以上,农村,否,是,是,是,医疗影像识别,新闻报道,愿意,都不信任,使用过,不满意,较信任,错诊漏诊,是,视情况而定,比较担心,不接受,政府,不确定,接受,0-20元,担心
R2336,46-60岁,女,高中/中专,城市,否,是,是,是,不清楚,新闻报道,愿意,AI系统,听说过但没用过,准确,完全不信任,被医生替代,是,视情况而定,比较担心,接受,第三方独立机构,是,接受,50元以上,担心
R2337,60岁以上,女,研究生及以上,农村,是,是,是,否,医疗影像识别,不了解,不愿意,AI系统,听说过但没用过,准确,非常信任,错诊漏诊,是,不愿意,不担心,接受,政府,否,取决于场景,20-50元,担心
R2338,46-60岁,其他,小学及以下,城市,否,是,是,否,医疗影像识别,医生介绍,愿意,AI系统,没听说过,准确,完全不信任,错诊漏诊,是,愿意,比较担心,不确定,政府,否,接受,不愿意支付,不担心
R2339,31-45岁,女,高中/中专,城市,否,否,是,是,医疗影像识别,朋友推荐,视情况而定,医生,使用过,准确,完全不信任,错诊漏诊,是,愿意,稍微担心,不确定,医院,不确定,取决于场景,20-50元,担心
R2340,18-30岁,女,本科,农村,否,是,是,是,不清楚,医生介绍,愿意,AI系统,使用过,准确,完全不信任,错诊漏诊,无所谓,视情况而定,不担心,不接受,医院,是,接受,0-20元,担心
R2341,31-45岁,其他,小学及以下,城市,否,否,是,是,医疗影像识别,新闻报道,视情况而定,都不信任,没听说过,快捷,较不信任,其他,无所谓,不愿意,稍微担心,不接受,政府,否,取决于场景,20-50元,担心
R2342,18岁以下,女,本科,县级市,否,是,是,是,医疗影像识别,新闻报道,愿意,AI系统,使用过,准确,较不信任,错诊漏诊,否,视情况而定,不担心,不确定,不需要监管,是,接受,不愿意支付,担心
R2343,31-45岁,男,初中,城市,否,是,否,是,医疗影像识别,医生介绍,不愿意,医生,听说过但没用过,快捷,完全不信任,错诊漏诊,是,视情况而定,不担心,接受,政府,是,接受,不愿意支付,担心
R2344,60岁以上,女,小学及以下,城市,否,是,是,是,医疗影像识别,互联网搜索,愿意,AI系统,使用过,准确,完全不信任,数据泄露,无所谓,不愿意,非常担心,接受,医院,不确定,接受,20-50元,不了解
R2345,31-45岁,男,高中/中专,县级市,是,否,是,否,医疗影像识别,新闻报道,愿意,难以判断,使用过,不满意,完全不信任,错诊漏诊,是,不愿意,不担心,不确定,不需要监管,是,不接受,20-50元,不担心
R2346,18岁以下,男,高中/中专,农村,是,是,是,是,不清楚,朋友推荐,愿意,AI系统,没听说过,准确,完全不信任,错诊漏诊,无所谓,视情况而定,非常担心,接受,医院,不确定,取决于场景,0-20元,担心
R2347,46-60岁,女,研究生及以上,县级市,是,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,使用过,未使用,完全不信任,错诊漏诊,是,视情况而定,不担心,接受,政府,是,接受,不愿意支付,担心
R2348,18岁以下,女,小学及以下,县级市,是,是,是,是,不清楚,医生介绍,视情况而定,难以判断,使用过,不满意,非常信任,错诊漏诊,是,不愿意,比较担心,接受,政府,不确定,接受,20-50元,担心
R2349,18岁以下,其他,高中/中专,县级市,否,是,是,是,不清楚,医生介绍,愿意,医生,听说过但没用过,方便,一般,数据泄露,否,视情况而定,稍微担心,接受,政府,是,接受,0-20元,担心
R2350,60岁以上,其他,本科,城市,是,是,是,是,医疗影像识别,医生介绍,愿意,AI系统,没听说过,准确,完全不信任,数据泄露,是,不愿意,不担心,接受,第三方独立机构,是,接受,不愿意支付,不了解
R2351,18岁以下,其他,小学及以下,城市,否,是,是,否,不清楚,医生介绍,视情况而定,AI系统,听说过但没用过,准确,完全不信任,其他,是,愿意,不担心,不接受,政府,是,取决于场景,不愿意支付,不了解
R2352,31-45岁,女,研究生及以上,县级市,否,否,是,是,医疗影像识别,医生介绍,不愿意,医生,没听说过,准确,较信任,数据泄露,是,愿意,比较担心,接受,政府,否,不接受,50元以上,不担心
R2353,18-30岁,其他,小学及以下,农村,否,是,是,是,医疗影像识别,朋友推荐,不愿意,AI系统,听说过但没用过,不满意,完全不信任,被医生替代,无所谓,视情况而定,稍微担心,接受,政府,是,不接受,20-50元,担心
R2354,31-45岁,女,研究生及以上,农村,是,否,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,听说过但没用过,准确,完全不信任,被医生替代,是,愿意,不担心,接受,政府,是,不接受,50元以上,担心
R2355,18岁以下,男,研究生及以上,城市,是,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,听说过但没用过,快捷,完全不信任,其他,否,愿意,不担心,接受,医院,不确定,接受,0-20元,担心
R2356,18-30岁,女,研究生及以上,县级市,是,否,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,使用过,准确,较不信任,被医生替代,否,视情况而定,稍微担心,不确定,政府,是,取决于场景,20-50元,不担心
R2357,31-45岁,女,初中,城市,是,是,是,是,药物推荐,医生介绍,愿意,难以判断,使用过,快捷,完全不信任,错诊漏诊,否,视情况而定,不担心,不确定,第三方独立机构,否,接受,50元以上,担心
R2358,18岁以下,其他,初中,农村,否,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,听说过但没用过,准确,完全不信任,无法理解,否,不愿意,稍微担心,不确定,第三方独立机构,是,接受,20-50元,不了解
R2359,60岁以上,男,研究生及以上,县级市,是,是,是,是,药物推荐,新闻报道,愿意,难以判断,使用过,方便,较不信任,数据泄露,无所谓,不愿意,不担心,接受,政府,不确定,接受,不愿意支付,担心
R2360,60岁以上,女,高中/中专,城市,是,是,否,否,不清楚,新闻报道,视情况而定,AI系统,使用过,未使用,完全不信任,错诊漏诊,否,愿意,稍微担心,不确定,第三方独立机构,是,取决于场景,20-50元,不担心
R2361,18-30岁,男,本科,城市,是,否,是,是,医疗影像识别,新闻报道,愿意,难以判断,使用过,准确,较不信任,数据泄露,否,不愿意,不担心,接受,政府,是,取决于场景,不愿意支付,担心
R2362,18-30岁,男,小学及以下,城市,是,否,是,是,药物推荐,朋友推荐,愿意,AI系统,没听说过,快捷,较信任,错诊漏诊,是,不愿意,非常担心,不确定,医院,是,接受,50元以上,不担心
R2363,46-60岁,男,本科,县级市,是,否,是,是,医疗影像识别,新闻报道,不愿意,AI系统,使用过,准确,非常信任,无法理解,否,愿意,稍微担心,接受,不需要监管,不确定,不接受,不愿意支付,担心
R2364,18岁以下,女,本科,县级市,是,否,是,是,药物推荐,医生介绍,不愿意,医生,使用过,准确,较信任,数据泄露,是,愿意,比较担心,不接受,第三方独立机构,不确定,接受,不愿意支付,担心
R2365,46-60岁,男,研究生及以上,城市,是,是,是,是,辅助诊断,互联网搜索,视情况而定,难以判断,听说过但没用过,准确,完全不信任,无法理解,无所谓,不愿意,比较担心,接受,政府,是,接受,不愿意支付,担心
R2366,60岁以上,男,高中/中专,县级市,是,否,是,是,医疗影像识别,互联网搜索,视情况而定,AI系统,听说过但没用过,方便,非常信任,数据泄露,是,不愿意,不担心,不接受,政府,是,接受,不愿意支付,不了解
R2367,31-45岁,女,本科,农村,否,否,是,是,医疗影像识别,不了解,愿意,AI系统,没听说过,方便,完全不信任,错诊漏诊,无所谓,愿意,稍微担心,不确定,政府,是,接受,不愿意支付,担心
R2368,31-45岁,男,小学及以下,城市,否,是,是,是,医疗影像识别,医生介绍,不愿意,难以判断,使用过,准确,完全不信任,其他,无所谓,愿意,比较担心,不确定,第三方独立机构,否,取决于场景,不愿意支付,不了解
R2369,31-45岁,男,小学及以下,农村,否,否,是,是,医疗影像识别,互联网搜索,愿意,都不信任,听说过但没用过,未使用,完全不信任,错诊漏诊,无所谓,愿意,不担心,不确定,政府,不确定,不接受,不愿意支付,不担心
R2370,46-60岁,男,初中,城市,否,是,是,是,医疗影像识别,互联网搜索,不愿意,医生,使用过,准确,完全不信任,错诊漏诊,否,不愿意,稍微担心,不确定,医院,不确定,不接受,0-20元,担心
R2371,46-60岁,女,初中,城市,是,是,是,是,辅助诊断,医生介绍,愿意,都不信任,听说过但没用过,快捷,完全不信任,错诊漏诊,否,愿意,比较担心,接受,政府,不确定,不接受,20-50元,担心
R2372,60岁以上,其他,研究生及以上,农村,否,否,是,是,辅助诊断,朋友推荐,愿意,AI系统,听说过但没用过,未使用,一般,其他,是,愿意,稍微担心,接受,医院,否,接受,0-20元,担心
R2373,18岁以下,其他,本科,县级市,否,否,是,否,药物推荐,医生介绍,愿意,AI系统,听说过但没用过,准确,较不信任,错诊漏诊,是,愿意,稍微担心,接受,政府,是,接受,50元以上,不担心
R2374,18-30岁,女,初中,县级市,是,是,是,是,医疗影像识别,新闻报道,愿意,医生,听说过但没用过,不满意,一般,错诊漏诊,否,视情况而定,稍微担心,不确定,政府,否,接受,0-20元,不担心
R2375,60岁以上,其他,研究生及以上,农村,是,是,是,是,医疗影像识别,医生介绍,不愿意,AI系统,使用过,准确,完全不信任,被医生替代,是,愿意,不担心,接受,不需要监管,否,不接受,不愿意支付,不了解
R2376,46-60岁,其他,初中,县级市,是,是,是,是,辅助诊断,医生介绍,愿意,AI系统,没听说过,不满意,较信任,错诊漏诊,是,视情况而定,不担心,接受,医院,是,接受,0-20元,不了解
R2377,60岁以上,女,本科,县级市,否,是,是,是,医疗影像识别,互联网搜索,愿意,AI系统,没听说过,准确,较不信任,错诊漏诊,是,愿意,稍微担心,接受,政府,是,接受,0-20元,不了解
R2378,18岁以下,男,初中,城市,否,否,是,是,药物推荐,互联网搜索,愿意,AI系统,听说过但没用过,不满意,完全不信任,错诊漏诊,是,视情况而定,不担心,不接受,政府,否,取决于场景,20-50元,不了解
R2379,18-30岁,女,初中,农村,否,是,是,是,药物推荐,不了解,愿意,难以判断,听说过但没用过,快捷,较不信任,错诊漏诊,是,愿意,不担心,接受,第三方独立机构,是,接受,不愿意支付,不担心
R2380,46-60岁,女,初中,城市,否,是,是,是,药物推荐,医生介绍,视情况而定,AI系统,使用过,快捷,非常信任,无法理解,是,愿意,不担心,接受,不需要监管,是,取决于场景,不愿意支付,不了解
R2381,18岁以下,女,小学及以下,县级市,是,否,是,是,医疗影像识别,不了解,愿意,AI系统,没听说过,方便,完全不信任,错诊漏诊,否,视情况而定,非常担心,接受,政府,否,接受,不愿意支付,不担心
R2382,31-45岁,女,高中/中专,城市,否,否,是,是,不清楚,医生介绍,愿意,都不信任,没听说过,准确,完全不信任,错诊漏诊,是,不愿意,不担心,不确定,医院,是,接受,不愿意支付,担心
R2383,18岁以下,男,本科,农村,是,否,是,是,医疗影像识别,互联网搜索,不愿意,都不信任,听说过但没用过,准确,较信任,错诊漏诊,是,愿意,非常担心,不确定,第三方独立机构,是,接受,20-50元,不了解
R2384,31-45岁,其他,高中/中专,农村,是,否,是,是,医疗影像识别,医生介绍,视情况而定,难以判断,没听说过,未使用,较信任,错诊漏诊,是,视情况而定,稍微担心,不确定,医院,不确定,取决于场景,不愿意支付,担心
R2385,18-30岁,其他,本科,农村,否,是,是,否,不清楚,医生介绍,愿意,医生,听说过但没用过,准确,较不信任,错诊漏诊,是,愿意,不担心,不接受,政府,是,不接受,不愿意支付,不担心
R2386,18-30岁,女,小学及以下,农村,是,否,是,是,医疗影像识别,朋友推荐,愿意,AI系统,使用过,方便,完全不信任,错诊漏诊,无所谓,愿意,非常担心,不接受,不需要监管,是,接受,不愿意支付,不担心
R2387,18岁以下,男,本科,县级市,是,是,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,使用过,未使用,较信任,错诊漏诊,无所谓,视情况而定,不担心,接受,不需要监管,是,接受,0-20元,担心
R2388,31-45岁,其他,本科,农村,是,是,是,是,不清楚,医生介绍,愿意,AI系统,听说过但没用过,快捷,完全不信任,被医生替代,是,不愿意,不担心,不确定,政府,是,取决于场景,50元以上,不了解
R2389,46-60岁,女,高中/中专,城市,是,是,是,是,不清楚,朋友推荐,不愿意,医生,使用过,准确,较不信任,被医生替代,是,视情况而定,稍微担心,接受,不需要监管,是,取决于场景,不愿意支付,担心
R2390,18岁以下,男,初中,县级市,否,是,是,是,医疗影像识别,新闻报道,不愿意,难以判断,听说过但没用过,方便,较不信任,其他,是,不愿意,不担心,接受,不需要监管,是,接受,不愿意支付,不了解
R2391,46-60岁,男,小学及以下,县级市,是,是,是,是,医疗影像识别,医生介绍,不愿意,AI系统,没听说过,快捷,较不信任,错诊漏诊,是,视情况而定,比较担心,接受,政府,不确定,不接受,20-50元,不了解
R2392,60岁以上,女,本科,农村,是,是,是,是,药物推荐,医生介绍,愿意,都不信任,听说过但没用过,不满意,完全不信任,其他,否,视情况而定,不担心,不接受,不需要监管,是,接受,不愿意支付,担心
R2393,60岁以上,女,高中/中专,城市,是,否,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,使用过,准确,较信任,错诊漏诊,否,视情况而定,比较担心,不接受,不需要监管,不确定,取决于场景,不愿意支付,担心
R2394,18-30岁,其他,高中/中专,农村,是,否,否,是,医疗影像识别,医生介绍,愿意,AI系统,使用过,准确,较信任,错诊漏诊,是,愿意,不担心,接受,政府,不确定,不接受,20-50元,不了解
R2395,31-45岁,其他,小学及以下,城市,是,是,是,是,辅助诊断,医生介绍,视情况而定,都不信任,听说过但没用过,方便,完全不信任,错诊漏诊,是,愿意,稍微担心,接受,不需要监管,不确定,接受,不愿意支付,不了解
R2396,46-60岁,男,小学及以下,农村,否,是,是,是,药物推荐,医生介绍,视情况而定,AI系统,使用过,准确,完全不信任,错诊漏诊,是,不愿意,非常担心,接受,政府,是,不接受,50元以上,不担心
R2397,18-30岁,男,初中,城市,否,否,是,是,药物推荐,医生介绍,愿意,AI系统,使用过,准确,一般,错诊漏诊,是,不愿意,不担心,接受,政府,不确定,取决于场景,不愿意支付,担心
R2398,60岁以上,女,本科,县级市,是,是,是,是,辅助诊断,医生介绍,视情况而定,难以判断,使用过,准确,较不信任,错诊漏诊,无所谓,愿意,非常担心,接受,政府,是,接受,0-20元,担心
R2399,18岁以下,男,高中/中专,城市,否,是,是,是,辅助诊断,不了解,愿意,医生,没听说过,不满意,非常信任,错诊漏诊,是,不愿意,稍微担心,接受,第三方独立机构,不确定,接受,20-50元,不担心
R2400,31-45岁,其他,研究生及以上,农村,否,否,是,是,医疗影像识别,朋友推荐,视情况而定,AI系统,使用过,准确,较信任,错诊漏诊,否,不愿意,不担心,接受,不需要监管,是,取决于场景,不愿意支付,担心
R2401,18岁以下,其他,研究生及以上,农村,是,是,是,是,医疗影像识别,不了解,愿意,医生,使用过,不满意,完全不信任,错诊漏诊,是,愿意,非常担心,不接受,不需要监管,否,接受,50元以上,担心
R2402,60岁以上,女,高中/中专,城市,否,否,是,是,医疗影像识别,不了解,不愿意,医生,使用过,快捷,完全不信任,错诊漏诊,是,不愿意,不担心,不确定,政府,否,接受,不愿意支付,不担心
R2403,46-60岁,女,高中/中专,城市,否,否,否,是,医疗影像识别,医生介绍,不愿意,医生,没听说过,准确,非常信任,被医生替代,是,不愿意,不担心,不确定,政府,不确定,取决于场景,不愿意支付,不担心
R2404,31-45岁,男,本科,农村,否,是,是,是,医疗影像识别,医生介绍,不愿意,AI系统,使用过,未使用,完全不信任,其他,无所谓,不愿意,稍微担心,接受,政府,否,接受,0-20元,担心
R2405,18岁以下,男,研究生及以上,城市,是,否,是,是,医疗影像识别,医生介绍,愿意,AI系统,使用过,快捷,完全不信任,错诊漏诊,无所谓,愿意,稍微担心,不接受,第三方独立机构,不确定,取决于场景,50元以上,不担心
R2406,60岁以上,男,初中,城市,是,是,是,是,不清楚,新闻报道,愿意,AI系统,使用过,准确,较不信任,无法理解,是,视情况而定,不担心,接受,政府,是,取决于场景,20-50元,担心
R2407,60岁以上,男,高中/中专,农村,否,是,是,是,医疗影像识别,不了解,视情况而定,都不信任,听说过但没用过,快捷,完全不信任,其他,无所谓,视情况而定,稍微担心,接受,第三方独立机构,是,接受,不愿意支付,担心
R2408,60岁以上,女,高中/中专,农村,否,否,是,是,医疗影像识别,医生介绍,不愿意,都不信任,使用过,准确,完全不信任,错诊漏诊,是,视情况而定,不担心,不确定,不需要监管,否,接受,不愿意支付,不担心
R2409,60岁以上,男,本科,农村,是,是,是,否,药物推荐,新闻报道,视情况而定,AI系统,没听说过,准确,完全不信任,其他,是,愿意,不担心,不接受,政府,是,接受,0-20元,不担心
R2410,18岁以下,女,本科,城市,是,是,是,是,医疗影像识别,新闻报道,愿意,AI系统,没听说过,方便,完全不信任,错诊漏诊,否,视情况而定,稍微担心,接受,政府,否,不接受,不愿意支付,担心
R2411,18-30岁,女,高中/中专,农村,是,是,是,是,不清楚,不了解,愿意,AI系统,使用过,准确,较信任,其他,否,愿意,比较担心,不接受,医院,不确定,取决于场景,50元以上,担心
R2412,31-45岁,男,研究生及以上,县级市,是,否,是,是,不清楚,医生介绍,视情况而定,AI系统,使用过,准确,较不信任,无法理解,否,愿意,不担心,不接受,政府,是,接受,不愿意支付,担心
R2413,18岁以下,女,初中,城市,否,是,是,是,医疗影像识别,互联网搜索,视情况而定,都不信任,听说过但没用过,方便,完全不信任,数据泄露,是,愿意,稍微担心,接受,不需要监管,否,不接受,50元以上,不了解
R2414,46-60岁,男,本科,城市,是,否,是,是,辅助诊断,医生介绍,愿意,AI系统,使用过,不满意,较信任,无法理解,是,视情况而定,不担心,不接受,政府,是,接受,不愿意支付,不担心
R2415,18-30岁,女,本科,农村,否,否,否,是,不清楚,互联网搜索,不愿意,难以判断,没听说过,准确,非常信任,错诊漏诊,无所谓,愿意,稍微担心,接受,政府,是,不接受,50元以上,不了解
R2416,18岁以下,女,小学及以下,城市,是,否,是,是,医疗影像识别,医生介绍,不愿意,难以判断,使用过,准确,完全不信任,错诊漏诊,是,视情况而定,不担心,接受,政府,否,接受,0-20元,不了解
R2417,18-30岁,其他,本科,农村,是,是,是,是,药物推荐,朋友推荐,愿意,AI系统,使用过,快捷,较信任,错诊漏诊,是,愿意,不担心,接受,不需要监管,是,接受,20-50元,不了解
R2418,46-60岁,其他,本科,城市,是,否,是,是,辅助诊断,医生介绍,愿意,AI系统,没听说过,准确,一般,错诊漏诊,是,愿意,不担心,不接受,政府,是,接受,不愿意支付,担心
R2419,18-30岁,男,研究生及以上,县级市,是,是,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,使用过,不满意,完全不信任,无法理解,无所谓,不愿意,不担心,接受,不需要监管,是,接受,不愿意支付,不了解
R2420,31-45岁,其他,初中,城市,否,否,是,是,医疗影像识别,不了解,愿意,难以判断,没听说过,快捷,完全不信任,被医生替代,否,不愿意,不担心,接受,政府,是,不接受,20-50元,担心
R2421,18岁以下,女,研究生及以上,农村,否,否,是,是,药物推荐,医生介绍,愿意,AI系统,没听说过,方便,较不信任,数据泄露,否,不愿意,比较担心,不确定,政府,是,取决于场景,0-20元,担心
R2422,31-45岁,其他,小学及以下,县级市,否,是,是,是,不清楚,医生介绍,视情况而定,都不信任,使用过,准确,较信任,错诊漏诊,否,不愿意,不担心,接受,医院,否,取决于场景,50元以上,担心
R2423,60岁以上,女,高中/中专,城市,是,是,否,是,医疗影像识别,不了解,愿意,AI系统,使用过,方便,较信任,错诊漏诊,无所谓,不愿意,不担心,不接受,不需要监管,不确定,不接受,20-50元,担心
R2424,60岁以上,其他,小学及以下,农村,是,否,是,是,医疗影像识别,朋友推荐,视情况而定,AI系统,使用过,准确,完全不信任,错诊漏诊,是,视情况而定,不担心,接受,不需要监管,是,取决于场景,20-50元,不担心
R2425,60岁以上,女,小学及以下,农村,否,否,是,是,医疗影像识别,新闻报道,不愿意,难以判断,使用过,准确,完全不信任,错诊漏诊,无所谓,愿意,不担心,接受,政府,是,取决于场景,50元以上,不担心
R2426,31-45岁,女,高中/中专,农村,是,否,否,是,药物推荐,新闻报道,愿意,都不信任,使用过,准确,较信任,错诊漏诊,否,愿意,比较担心,不接受,第三方独立机构,是,接受,不愿意支付,担心
R2427,18岁以下,其他,小学及以下,县级市,是,否,是,是,辅助诊断,互联网搜索,愿意,医生,使用过,准确,完全不信任,其他,是,视情况而定,非常担心,接受,政府,不确定,接受,20-50元,担心
R2428,60岁以上,其他,高中/中专,县级市,是,是,是,是,医疗影像识别,医生介绍,愿意,难以判断,没听说过,准确,一般,错诊漏诊,无所谓,愿意,非常担心,接受,政府,否,取决于场景,0-20元,担心
R2429,18-30岁,男,初中,县级市,是,否,是,否,医疗影像识别,医生介绍,不愿意,AI系统,使用过,准确,一般,被医生替代,无所谓,不愿意,不担心,接受,不需要监管,是,不接受,不愿意支付,不了解
R2430,18-30岁,女,小学及以下,农村,是,否,是,是,不清楚,医生介绍,不愿意,都不信任,使用过,准确,完全不信任,错诊漏诊,否,愿意,不担心,不接受,政府,不确定,不接受,不愿意支付,不了解
R2431,60岁以上,其他,初中,县级市,否,是,是,是,药物推荐,不了解,愿意,难以判断,没听说过,快捷,非常信任,错诊漏诊,无所谓,视情况而定,不担心,不接受,政府,是,取决于场景,不愿意支付,担心
R2432,60岁以上,男,初中,城市,否,是,是,否,不清楚,医生介绍,视情况而定,都不信任,使用过,未使用,较信任,数据泄露,是,不愿意,稍微担心,不接受,政府,不确定,接受,0-20元,担心
R2433,18-30岁,女,本科,城市,否,是,是,是,医疗影像识别,医生介绍,愿意,医生,没听说过,准确,一般,无法理解,是,视情况而定,不担心,接受,医院,否,取决于场景,50元以上,不了解
R2434,46-60岁,其他,小学及以下,城市,否,否,是,是,不清楚,不了解,不愿意,难以判断,听说过但没用过,不满意,一般,错诊漏诊,无所谓,视情况而定,非常担心,接受,政府,是,接受,50元以上,担心
R2435,46-60岁,其他,初中,县级市,否,是,是,是,药物推荐,不了解,愿意,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,是,不愿意,不担心,接受,政府,否,取决于场景,不愿意支付,不了解
R2436,18-30岁,其他,本科,农村,是,否,是,是,医疗影像识别,医生介绍,不愿意,AI系统,使用过,快捷,非常信任,无法理解,是,愿意,不担心,不接受,第三方独立机构,否,不接受,20-50元,担心
R2437,18岁以下,其他,初中,城市,是,是,是,是,不清楚,不了解,不愿意,都不信任,听说过但没用过,快捷,非常信任,数据泄露,否,视情况而定,不担心,接受,第三方独立机构,是,取决于场景,50元以上,不了解
R2438,18岁以下,其他,初中,县级市,否,否,是,是,医疗影像识别,医生介绍,视情况而定,AI系统,听说过但没用过,快捷,非常信任,无法理解,无所谓,视情况而定,不担心,接受,第三方独立机构,不确定,取决于场景,50元以上,担心
R2439,18岁以下,女,小学及以下,农村,否,是,是,是,药物推荐,新闻报道,愿意,AI系统,使用过,准确,完全不信任,数据泄露,无所谓,不愿意,不担心,不接受,第三方独立机构,不确定,不接受,0-20元,不了解
R2440,46-60岁,女,初中,县级市,是,是,是,是,医疗影像识别,不了解,视情况而定,难以判断,没听说过,未使用,一般,错诊漏诊,否,愿意,比较担心,不接受,政府,不确定,取决于场景,不愿意支付,不了解
R2441,46-60岁,女,高中/中专,县级市,是,否,是,是,药物推荐,医生介绍,视情况而定,AI系统,听说过但没用过,方便,一般,错诊漏诊,否,愿意,比较担心,接受,第三方独立机构,是,不接受,20-50元,不了解
R2442,18岁以下,女,高中/中专,县级市,否,否,是,是,医疗影像识别,不了解,视情况而定,AI系统,听说过但没用过,准确,完全不信任,错诊漏诊,是,愿意,非常担心,不确定,政府,否,接受,不愿意支付,不了解
R2443,46-60岁,其他,研究生及以上,农村,是,是,是,是,医疗影像识别,医生介绍,愿意,医生,使用过,准确,完全不信任,错诊漏诊,否,愿意,不担心,接受,政府,否,接受,0-20元,不担心
R2444,18岁以下,男,研究生及以上,农村,否,否,是,是,医疗影像识别,医生介绍,愿意,医生,没听说过,方便,较不信任,错诊漏诊,无所谓,不愿意,比较担心,不接受,不需要监管,不确定,接受,0-20元,担心
R2445,60岁以上,男,本科,农村,否,否,是,是,药物推荐,不了解,愿意,都不信任,听说过但没用过,快捷,完全不信任,错诊漏诊,否,愿意,比较担心,接受,政府,否,不接受,不愿意支付,不担心
R2446,46-60岁,其他,小学及以下,县级市,是,否,是,是,药物推荐,互联网搜索,不愿意,AI系统,没听说过,准确,完全不信任,错诊漏诊,否,愿意,不担心,不接受,医院,不确定,接受,50元以上,不了解
R2447,60岁以上,女,初中,城市,否,是,是,是,医疗影像识别,医生介绍,愿意,AI系统,使用过,快捷,一般,被医生替代,是,视情况而定,不担心,接受,医院,是,取决于场景,不愿意支付,不担心
R2448,18岁以下,男,研究生及以上,农村,是,否,是,是,医疗影像识别,互联网搜索,不愿意,都不信任,没听说过,准确,完全不信任,无法理解,是,不愿意,不担心,不确定,不需要监管,是,取决于场景,20-50元,担心
R2449,46-60岁,女,小学及以下,城市,否,是,是,是,不清楚,互联网搜索,愿意,难以判断,没听说过,方便,较信任,错诊漏诊,无所谓,不愿意,不担心,接受,不需要监管,是,不接受,20-50元,担心
R2450,46-60岁,其他,研究生及以上,农村,否,否,是,是,医疗影像识别,朋友推荐,愿意,AI系统,没听说过,准确,完全不信任,错诊漏诊,是,视情况而定,不担心,不确定,政府,是,接受,0-20元,不了解
R2451,31-45岁,男,研究生及以上,农村,否,是,是,是,医疗影像识别,医生介绍,愿意,医生,听说过但没用过,准确,一般,错诊漏诊,无所谓,愿意,稍微担心,接受,第三方独立机构,是,接受,不愿意支付,不担心
R2452,60岁以上,其他,本科,农村,否,否,是,是,医疗影像识别,朋友推荐,不愿意,AI系统,听说过但没用过,未使用,完全不信任,其他,是,愿意,稍微担心,接受,医院,是,接受,不愿意支付,担心
R2453,60岁以上,女,初中,农村,否,是,是,是,医疗影像识别,互联网搜索,视情况而定,AI系统,听说过但没用过,未使用,较不信任,错诊漏诊,是,视情况而定,不担心,接受,政府,是,不接受,不愿意支付,担心
R2454,31-45岁,男,高中/中专,城市,是,否,是,是,药物推荐,新闻报道,视情况而定,AI系统,使用过,未使用,完全不信任,被医生替代,否,愿意,非常担心,不确定,政府,是,不接受,不愿意支付,担心
